	CHROM	BIN_START	BIN_END	N_VARIANTS	PI_all	PI_female	PI_male	MEAN_FST	SNP_COUNT_all	SNP_COUNT_female	SNP_COUNT_male	Dxy	pFemaleSpecific	pMaleSpecific	pSexSpecific	meanDiffA1	female_r2	male_r2
26	chrI	3900001	4000000	1	2.33333e-06	3.3333300000000003e-06	2.5e-06	-0.161604	1	1	1	2.5000025000000004e-06	0.0	0.0	0.0	0.04166700000000001	0.012500180000522004	0.01587326984228572
27	chrI	4500001	4600000	4	1.56667e-05	2e-05	1e-05	0.213621	4	4	2	1.666666e-05	0.0	0.0	0.0	0.31249974999999997	0.5124989050016995	0.38888844444466664
28	chrI	4600001	4700000	5	1.93333e-05	1.73333e-05	1.82143e-05	0.0760903	5	3	4	1.708333e-05	0.0	0.0	0.0	0.1416666	0.16666641666679166	0.11904761904761904
29	chrI	4700001	4800000	3	9.25e-06	6.666669999999999e-06	1.25e-05	0.04563830000000001	3	2	3	1.0000002500000001e-05	0.0	0.0	0.0	0.20833333333333334	0.406248650003285	0.2645500529105397
30	chrI	5000001	5100000	2	9.833330000000002e-06	9.333330000000001e-06	1.07143e-05	-0.00385816	2	2	2	9.1666675e-06	0.0	0.0	0.0	0.1666665	0.187499250001725	0.12592562962986667
31	chrI	5900001	6000000	1	2.33333e-06	3.3333300000000003e-06	2.5e-06	-0.161604	1	1	1	2.5000025000000004e-06	0.0	0.0	0.0	0.04166700000000001	0.012500180000522004	0.01587326984228572
32	chrI	6000001	6100000	2	7.583330000000001e-06	6e-06	1e-05	0.0603448	2	1	2	7.5e-06	0.0	0.0	0.0	0.125	0.0	0.16666666666666666
33	chrI	6100001	6200000	7	3.2500000000000004e-05	3.93333e-05	2.96429e-05	0.00875098	7	7	7	3.25000025e-05	0.0	0.0	0.0	0.18452385714285713	0.18035716857150313	0.24036284807270744
34	chrI	6200001	6300000	1	3.25e-06	NA	4.285709999999999e-06	0.12069	1	0	1	2.5e-06	0.0	0.0	0.0	0.25	NA	0.3333333333333333
35	chrI	6400001	6500000	2	1.06667e-05	1.2e-05	1.14286e-05	-0.0584726	2	2	2	1e-05	0.0	0.0	0.0	0.0	0.0	0.0
36	chrI	7200001	7300000	1	5e-06	3.3333300000000003e-06	5.71429e-06	-0.0487239	1	1	1	5e-06	0.0	0.0	0.0	0.333333	0.799997120006048	0.44444355555599996
37	chrI	8300001	8400000	2	8e-06	NA	1.07143e-05	0.291028	2	0	2	7.5e-06	0.0	0.0	0.0	0.375	NA	0.6
38	chrI	8400001	8500000	4	1.79167e-05	1.8e-05	2.07143e-05	0.0238888	4	3	4	1.75e-05	0.0	0.0	0.0	0.125	0.041666666666666664	0.11666666666666665
39	chrI	8500001	8600000	3	7.000000000000001e-06	NA	1.2857100000000001e-05	0.12069	3	0	3	7.5e-06	0.0	0.0	0.0	0.25	NA	0.3333333333333333
40	chrI	8800001	8900000	1	5.25e-06	6e-06	5.35714e-06	-0.012567299999999998	1	1	1	5e-06	0.0	0.0	0.0	0.125	0.0625	0.06666666666666667
41	chrI	9000001	9100000	1	5.25e-06	6e-06	5.35714e-06	-0.012567299999999998	1	1	1	5e-06	0.0	0.0	0.0	0.125	0.0625	0.06666666666666667
42	chrI	9100001	9200000	1	4e-06	NA	5.35714e-06	0.1485	1	0	1	3.75e-06	0.0	0.0	0.0	0.375	NA	0.6
43	chrI	9400001	9500000	1	5.25e-06	6e-06	5.35714e-06	-0.012567299999999998	1	1	1	5e-06	0.0	0.0	0.0	0.125	0.0625	0.06666666666666667
44	chrI	9600001	9700000	1	2.33333e-06	NA	2.5e-06	-0.044586	1	0	1	1.25e-06	0.0	0.0	0.0	0.125	NA	0.14285714285714285
45	chrI	9700001	9800000	2	6.916669999999999e-06	8.666669999999999e-06	7.857139999999999e-06	-0.1239	2	2	2	7.083335e-06	0.0	0.0	0.0	0.04166700000000001	0.010156404453670184	0.011640397884342861
46	chrI	10000001	10100000	2	7.583330000000001e-06	9.333330000000001e-06	7.857139999999999e-06	-0.08708560000000001	2	2	2	7.5000025e-06	0.0	0.0	0.0	0.0833335	0.037500090000261	0.041269968254476194
47	chrI	10100001	10200000	2	1e-05	1.2e-05	8.571430000000001e-06	0.0679612	2	2	2	1e-05	0.0	0.0	0.0	0.25	0.25	0.3333333333333333
48	chrI	10500001	10600000	3	1.4999999999999999e-05	1.73333e-05	1.2857100000000001e-05	-0.0839443	3	3	3	1.4166665e-05	0.0	0.0	0.0	0.19444433333333333	0.17708325520846613	0.23456780246933331
49	chrI	10900001	11000000	1	5e-06	6e-06	4.285709999999999e-06	0.0679612	1	1	1	5e-06	0.0	0.0	0.0	0.25	0.25	0.3333333333333333
50	chrI	11200001	11300000	2	8.5e-06	9.333330000000001e-06	9.642860000000001e-06	-0.06768719999999999	2	2	2	8.333335e-06	0.0	0.0	0.0	0.1041665	0.05624976000080399	0.051851703703999996
51	chrI	11300001	11400000	2	4.666669999999999e-06	NA	8.571430000000001e-06	0.12069	2	0	2	5e-06	0.0	0.0	0.0	0.25	NA	0.3333333333333333
52	chrI	11400001	11500000	4	1.51667e-05	1.06667e-05	2e-05	0.0686191	4	2	4	1.5e-05	0.0	0.0	0.0	0.2083335	0.12500056250084376	0.22222244444466666
53	chrI	11500001	11600000	1	3.25e-06	NA	4.285709999999999e-06	0.12069	1	0	1	2.5e-06	0.0	0.0	0.0	0.25	NA	0.3333333333333333
54	chrI	11600001	11700000	4	1.80833e-05	1.8e-05	1.82143e-05	0.08809600000000001	4	3	4	1.875e-05	0.0	0.0	0.0	0.28125	0.25	0.4
55	chrI	11800001	11900000	2	6.333330000000001e-06	NA	9.642860000000001e-06	0.20585900000000001	2	0	2	6.25e-06	0.0	0.0	0.0	0.3125	NA	0.4666666666666667
56	chrI	11900001	12000000	4	1.4333299999999999e-05	3.3333300000000003e-06	1.85714e-05	0.11928699999999999	4	1	4	1.3333334999999999e-05	0.0	0.25	0.25	0.27083325	0.04999952000160799	0.42592585185199994
57	chrI	12000001	12100000	2	7.333330000000001e-06	6e-06	6.78571e-06	0.011687600000000001	2	1	2	6.25e-06	0.0	0.0	0.0	0.1875	0.25	0.23809523809523808
58	chrI	12100001	12200000	2	7.583330000000001e-06	6e-06	9.642860000000001e-06	0.0540612	2	1	2	7.5e-06	0.0	0.0	0.0	0.1875	0.0625	0.19999999999999998
59	chrI	12600001	12700000	1	4e-06	NA	4.285709999999999e-06	0.12069	1	0	1	2.5e-06	0.0	0.0	0.0	0.25	NA	0.3333333333333333
60	chrI	12700001	12800000	2	4.666669999999999e-06	NA	4.285709999999999e-06	0.12069	2	0	1	2.5e-06	0.0	0.0	0.0	0.125	NA	0.3333333333333333
61	chrI	12800001	12900000	2	5.583330000000001e-06	NA	8.571430000000001e-06	0.12069	2	0	2	5e-06	0.0	0.0	0.0	0.25	NA	0.3333333333333333
62	chrI	13000001	13100000	1	5.333330000000001e-06	6e-06	5.71429e-06	0.0	1	1	1	5e-06	0.0	0.0	0.0	0.0	0.0	0.0
63	chrI	13300001	13400000	4	1.98333e-05	2.33333e-05	1.92857e-05	-0.014655700000000002	4	4	4	1.9166665e-05	0.0	0.0	0.0	0.14583325	0.10156244140634961	0.125925851852
64	chrI	13700001	13800000	1	5.25e-06	5.333330000000001e-06	5.71429e-06	0.0165485	1	1	1	5e-06	0.0	0.0	0.0	0.166667	0.12500056250084376	0.11111155555600001
65	chrI	13800001	13900000	3	1.3833299999999998e-05	1.2e-05	1.57143e-05	0.040229900000000006	3	2	3	1.25e-05	0.0	0.0	0.0	0.08333333333333333	0.0	0.1111111111111111
66	chrI	14200001	14300000	1	4.58333e-06	NA	5.71429e-06	0.358575	1	0	1	5e-06	0.0	1.0	1.0	0.5	NA	1.0
67	chrI	14400001	14500000	1	5.333330000000001e-06	6e-06	5.35714e-06	-0.130174	1	1	1	5e-06	0.0	0.0	0.0	0.125	0.0625	0.06666666666666667
68	chrI	14600001	14700000	2	5.583330000000001e-06	NA	6.78571e-06	0.038051800000000004	2	0	2	3.75e-06	0.0	0.0	0.0	0.1875	NA	0.23809523809523808
69	chrI	14700001	14800000	3	1.45833e-05	1.2e-05	1.4999999999999999e-05	0.11547400000000001	3	2	3	1.375e-05	0.0	0.0	0.0	0.25	0.15625	0.3333333333333333
70	chrI	14800001	14900000	1	5e-06	6e-06	4.285709999999999e-06	0.0679612	1	1	1	5e-06	0.0	0.0	0.0	0.25	0.25	0.3333333333333333
71	chrI	14900001	15000000	4	1.325e-05	9.333330000000001e-06	1.64286e-05	0.09313819999999999	4	2	4	1.41666675e-05	0.0	0.0	0.0	0.27083325	0.43749925000172496	0.5343913862435048
72	chrI	15100001	15200000	6	2.01667e-05	2.1333299999999998e-05	2.0357100000000002e-05	-0.0386339	6	5	5	1.8750007500000002e-05	0.0	0.0	0.0	0.09027800000000001	0.046562693781610875	0.07449747978886094
73	chrI	15300001	15400000	1	4.58333e-06	5.333330000000001e-06	4.285709999999999e-06	-0.101449	1	1	1	4.166665e-06	0.0	0.0	0.0	0.08333299999999999	0.031249765625398433	0.03703674074133333
74	chrI	15600001	15700000	1	4.58333e-06	5.333330000000001e-06	5.35714e-06	-0.0861957	1	1	1	4.5833325e-06	0.0	0.0	0.0	0.04166700000000001	0.007812628906818364	0.007407525926400003
75	chrI	15800001	15900000	1	5e-06	3.3333300000000003e-06	5.35714e-06	0.004850999999999999	1	1	1	4.1666675e-06	0.0	0.0	0.0	0.208333	0.31249850000345	0.18518459259306666
76	chrI	16200001	16300000	2	7.333330000000001e-06	8.666669999999999e-06	5.71429e-06	-0.0213077	2	2	1	6.6666700000000005e-06	0.0	0.0	0.0	0.166667	0.1625005212505179	0.11111155555600001
77	chrI	16300001	16400000	1	2.33333e-06	NA	2.5e-06	-0.044586	1	0	1	1.25e-06	0.0	0.0	0.0	0.125	NA	0.14285714285714285
78	chrI	16500001	16600000	1	2.33333e-06	3.3333300000000003e-06	2.5e-06	-0.161604	1	1	1	2.5000025000000004e-06	0.0	0.0	0.0	0.04166700000000001	0.012500180000522004	0.01587326984228572
79	chrI	16700001	16800000	4	1.3833299999999998e-05	1.4000000000000001e-05	1.64286e-05	-0.057139800000000004	4	3	4	1.375e-05	0.0	0.0	0.0	0.10416675	0.017187524844246266	0.09841271746083809
80	chrI	16900001	17000000	1	2.33333e-06	NA	4.285709999999999e-06	0.12069	1	0	1	2.5e-06	0.0	0.0	0.0	0.25	NA	0.3333333333333333
81	chrI	17100001	17200000	1	3.25e-06	3.3333300000000003e-06	4.285709999999999e-06	-0.122807	1	1	1	3.3333350000000002e-06	0.0	0.0	0.0	0.08333299999999999	0.04999952000160799	0.03703674074133333
82	chrI	17200001	17300000	1	2.33333e-06	NA	4.285709999999999e-06	0.12069	1	0	1	2.5e-06	0.0	0.0	0.0	0.25	NA	0.3333333333333333
83	chrI	17300001	17400000	3	1.31667e-05	1.26667e-05	1.4999999999999999e-05	0.0258877	3	3	3	1.3333334999999999e-05	0.0	0.0	0.0	0.222222	0.29166566666896665	0.23456750617315555
84	chrI	17400001	17500000	2	7.666669999999999e-06	6e-06	8.21429e-06	-0.022293	2	1	2	6.25e-06	0.0	0.0	0.0	0.0625	0.0	0.07142857142857142
85	chrI	17500001	17600000	1	2.33333e-06	NA	NA	NA	1	0	0	0.0	0.0	0.0	0.0	0.0	NA	NA
86	chrI	17700001	17800000	1	5.25e-06	6e-06	5.35714e-06	-0.012567299999999998	1	1	1	5e-06	0.0	0.0	0.0	0.125	0.0625	0.06666666666666667
87	chrI	18000001	18100000	3	1.05e-05	1.5333299999999998e-05	4.285709999999999e-06	0.31803899999999996	3	3	1	1.3333334999999999e-05	0.6666666666666666	0.0	0.6666666666666666	0.361111	0.6833331733338693	0.03703674074133333
88	chrI	18500001	18600000	1	2.33333e-06	3.3333300000000003e-06	2.5e-06	-0.161604	1	1	1	2.5000025000000004e-06	0.0	0.0	0.0	0.04166700000000001	0.012500180000522004	0.01587326984228572
89	chrI	18600001	18700000	4	2.05e-05	2.1333299999999998e-05	2.14286e-05	-0.0736472	4	4	4	2.0833335e-05	0.0	0.0	0.0	0.229167	0.2890633320323106	0.27407472592640003
90	chrI	18800001	18900000	2	7.25e-06	5.333330000000001e-06	8.21429e-06	0.182197	2	1	2	8.749997499999999e-06	0.0	0.5	0.5	0.3541665	0.19531197265658398	0.6984120634925715
91	chrI	19000001	19100000	1	4e-06	6e-06	2.5e-06	0.24767199999999998	1	1	1	5e-06	0.0	0.0	0.0	0.375	0.5625	1.2857142857142858
92	chrI	19400001	19500000	2	8.5e-06	9.333330000000001e-06	1e-05	-0.119876	2	2	2	8.333335e-06	0.0	0.0	0.0	0.041666499999999995	0.024999760000803995	0.018518370370666663
93	chrI	20100001	20200000	1	2.33333e-06	3.3333300000000003e-06	NA	0.0569106	1	1	0	1.66667e-06	0.0	0.0	0.0	0.166667	0.20000048000019202	NA
94	chrI	20500001	20600000	1	4.58333e-06	5.333330000000001e-06	4.285709999999999e-06	-0.101449	1	1	1	4.166665e-06	0.0	0.0	0.0	0.08333299999999999	0.031249765625398433	0.03703674074133333
95	chrI	21000001	21100000	2	1.03333e-05	1.2e-05	1e-05	0.0339806	2	2	2	1e-05	0.0	0.0	0.0	0.125	0.125	0.16666666666666666
96	chrI	21300001	21400000	2	1.03333e-05	8.666669999999999e-06	1.10714e-05	0.0189385	2	2	2	1.04166675e-05	0.0	0.0	0.0	0.3125	0.5914053432067613	0.40370367407453334
97	chrI	21800001	21900000	2	6.5000000000000004e-06	5.333330000000001e-06	7.857139999999999e-06	0.0771596	2	1	2	7.4999975e-06	0.0	0.0	0.0	0.2916665	0.19531197265658398	0.4984120634925714
98	chrI	22000001	22100000	1	4e-06	3.3333300000000003e-06	4.285709999999999e-06	-0.122807	1	1	1	3.3333350000000002e-06	0.0	0.0	0.0	0.08333299999999999	0.04999952000160799	0.03703674074133333
99	chrI	22100001	22200000	1	5e-06	5.333330000000001e-06	5.71429e-06	-0.0995261	1	1	1	5e-06	0.0	0.0	0.0	0.166667	0.12500056250084376	0.11111155555600001
100	chrI	22500001	22600000	1	2.33333e-06	NA	4.285709999999999e-06	0.12069	1	0	1	2.5e-06	0.0	0.0	0.0	0.25	NA	0.3333333333333333
101	chrI	22700001	22800000	8	3.89167e-05	4.26667e-05	4e-05	-0.05623330000000001	8	8	8	3.791667e-05	0.0	0.0	0.0	0.135416875	0.1451175630278917	0.14920665873051903
102	chrI	24100001	24200000	4	1.4999999999999999e-05	2.26667e-05	1.0357100000000001e-05	0.10323800000000001	4	4	3	1.7499994999999998e-05	0.25	0.0	0.25	0.2604165	0.363280986328292	0.28677164021231744
103	chrI	24600001	24700000	1	5e-06	6e-06	5.35714e-06	-0.012567299999999998	1	1	1	5e-06	0.0	0.0	0.0	0.125	0.0625	0.06666666666666667
104	chrI	24700001	24800000	2	7.25e-06	8.666669999999999e-06	7.857139999999999e-06	0.0053349	2	2	2	7.916665e-06	0.0	0.0	0.0	0.208333	0.253905236330017	0.29100435978910477
105	chrI	24800001	24900000	5	1.98333e-05	2.33333e-05	2.14286e-05	0.00426792	5	5	5	2.083333e-05	0.0	0.0	0.0	0.1666664	0.20312418906401358	0.23280348783128382
106	chrI	25000001	25100000	3	1.2916700000000001e-05	1.4000000000000001e-05	1.10714e-05	0.0904619	3	3	3	1.4166672500000001e-05	0.0	0.0	0.0	0.291667	0.5250011537513147	0.6225760282194286
107	chrI	25100001	25200000	3	1.2583299999999999e-05	1.06667e-05	1.35714e-05	0.0927326	3	2	3	1.333333e-05	0.0	0.3333333333333333	0.3333333333333333	0.25	0.10156230078170117	0.46807721763718096
108	chrI	25200001	25300000	2	6.5000000000000004e-06	6.666669999999999e-06	5e-06	-0.161604	2	2	2	5.000005000000001e-06	0.0	0.0	0.0	0.04166700000000001	0.012500180000522004	0.01587326984228572
109	chrI	25500001	25600000	3	1.26667e-05	1.1333299999999999e-05	1.3928599999999999e-05	0.0539043	3	2	3	1.29166675e-05	0.0	0.0	0.0	0.263889	0.31640678320373733	0.3432101530865778
110	chrI	25700001	25800000	2	7.25e-06	6.666669999999999e-06	7.857139999999999e-06	-0.07837639999999998	2	2	2	6.6666700000000005e-06	0.0	0.0	0.0	0.125	0.162499340001986	0.10052893121767618
111	chrI	26200001	26300000	6	1.825e-05	1.6e-05	1.60714e-05	0.016045900000000002	6	4	5	1.6250007500000002e-05	0.0	0.0	0.0	0.17361116666666665	0.2062500450005805	0.3629629544976762
112	chrI	26300001	26400000	1	3.25e-06	NA	4.285709999999999e-06	0.12069	1	0	1	2.5e-06	0.0	0.0	0.0	0.25	NA	0.3333333333333333
113	chrI	26400001	26500000	5	1.5333299999999998e-05	2.4e-05	2.5e-06	0.42185200000000006	5	4	1	2.125e-05	0.8	0.0	0.8	0.425	1.0	0.14285714285714285
114	chrI	26500001	26600000	2	8.25e-06	8.666669999999999e-06	9.642860000000001e-06	-0.168291	2	2	2	7.916667500000001e-06	0.0	0.0	0.0	0.0625	0.028906074454213178	0.022222133333866665
115	chrI	26800001	26900000	3	1.575e-05	1.66667e-05	1.67857e-05	0.0068432	3	3	3	1.5e-05	0.0	0.0	0.0	0.152778	0.10416704166722918	0.0962965925928889
116	chrI	26900001	27000000	1	3.25e-06	3.3333300000000003e-06	2.5e-06	-0.161604	1	1	1	2.5000025000000004e-06	0.0	0.0	0.0	0.04166700000000001	0.012500180000522004	0.01587326984228572
117	chrI	27000001	27100000	1	2.33333e-06	NA	4.285709999999999e-06	0.12069	1	0	1	2.5e-06	0.0	0.0	0.0	0.25	NA	0.3333333333333333
118	chrI	27300001	27400000	4	1.8e-05	1.8e-05	2.10714e-05	0.0270306	4	3	4	1.75e-05	0.0	0.0	0.0	0.09375	0.020833333333333332	0.09999999999999999
119	chrI	27700001	27800000	3	1.3500000000000001e-05	1.5333299999999998e-05	1.25e-05	-0.0312142	3	3	3	1.25000025e-05	0.0	0.0	0.0	0.09722233333333334	0.087500060000174	0.11640220105853967
120	chrI	27900001	28000000	4	1.475e-05	1.1333299999999999e-05	1.53571e-05	0.010653900000000001	4	2	4	1.2916665e-05	0.0	0.0	0.0	0.17708325	0.14062488281269922	0.2116401375662857
121	chrI	28000001	28100000	3	1.03333e-05	8.666669999999999e-06	1.0357100000000001e-05	-0.0113054	3	2	3	9.166664999999999e-06	0.0	0.0	0.0	0.18055533333333332	0.253905236330017	0.24162195414511745
122	chrI	28100001	28200000	1	2.33333e-06	NA	2.5e-06	-0.044586	1	0	1	1.25e-06	0.0	0.0	0.0	0.125	NA	0.14285714285714285
123	chrI	28200001	28300000	1	4e-06	5.333330000000001e-06	2.5e-06	0.00581879	1	1	1	3.7499974999999995e-06	0.0	0.0	0.0	0.208333	0.19531197265658398	0.39682412698514286
124	chrI	28400001	28500000	1	2.33333e-06	NA	2.5e-06	-0.044586	1	0	1	1.25e-06	0.0	0.0	0.0	0.125	NA	0.14285714285714285
125	chrI	28500001	28600000	1	5.25e-06	6e-06	5.71429e-06	-0.11694500000000001	1	1	1	5e-06	0.0	0.0	0.0	0.0	0.0	0.0
126	chrI	28900001	29000000	1	5.333330000000001e-06	6e-06	5.71429e-06	0.0	1	1	1	5e-06	0.0	0.0	0.0	0.0	0.0	0.0
127	chrI	29100001	29200000	5	1.69167e-05	1.1333299999999999e-05	2.2857100000000002e-05	0.0521239	5	2	5	1.6666665000000002e-05	0.0	0.0	0.0	0.1666666	0.015624882812699217	0.20740734814826664
128	chrI	29300001	29400000	2	1.06667e-05	1.2e-05	1.14286e-05	0.0	2	2	2	1e-05	0.0	0.0	0.0	0.0	0.0	0.0
129	chrI	29400001	29500000	1	2.33333e-06	3.3333300000000003e-06	NA	0.0569106	1	1	0	1.66667e-06	0.0	0.0	0.0	0.166667	0.20000048000019202	NA
130	chrI	29500001	29600000	4	1.90833e-05	1.73333e-05	2.25e-05	-0.010597	4	3	4	1.875e-05	0.0	0.0	0.0	0.13541675	0.041666854166947924	0.177777888889
131	chrI	29600001	29700000	1	5.25e-06	6e-06	5.71429e-06	-0.11694500000000001	1	1	1	5e-06	0.0	0.0	0.0	0.0	0.0	0.0
0	chrII	1300001	1400000	1	5.25e-06	6e-06	5.35714e-06	-0.248346	1	1.0	1	no_snps_in_this_window	no_snps_in_this_window	no_snps_in_this_window	no_snps_in_this_window	no_snps_in_this_window	no_snps_in_this_window	no_snps_in_this_window
1	chrII	1700001	1800000	1	5.333330000000001e-06	3.3333300000000003e-06	4.285709999999999e-06	0.43362799999999996	1	1.0	1	no_snps_in_this_window	no_snps_in_this_window	no_snps_in_this_window	no_snps_in_this_window	no_snps_in_this_window	no_snps_in_this_window	no_snps_in_this_window
2	chrII	1800001	1900000	1	3.25e-06	5.333330000000001e-06	2.5e-06	0.00581879	1	1.0	1	3.7499974999999995e-06	0.0	0.0	0.0	0.208333	0.19531197265658398	0.39682412698514286
3	chrII	3900001	4000000	2	8.58333e-06	1.06667e-05	8.571430000000001e-06	-0.101449	2	2.0	2	8.33333e-06	0.0	0.0	0.0	0.08333299999999999	0.031249765625398433	0.03703674074133333
4	chrII	4200001	4300000	4	1.58333e-05	1.93333e-05	1.64286e-05	-0.0821052	4	4.0	4	1.6249994999999998e-05	0.0	0.0	0.0	0.145833	0.1425775009777077	0.16402055026521906
5	chrII	4700001	4800000	4	1.1e-05	1.33333e-05	4.285709999999999e-06	0.011981200000000001	4	4.0	1	8.333345e-06	0.0	0.0	0.0	0.1458335	0.16250024000054603	0.03703674074133333
6	chrII	4900001	5000000	2	6.333330000000001e-06	8.666669999999999e-06	6.78571e-06	-0.131527	2	2.0	2	6.666667500000001e-06	0.0	0.0	0.0	0.0625	0.02187497281296022	0.026455005291809525
7	chrII	5200001	5300000	2	9e-06	1.06667e-05	9.642860000000001e-06	-0.0938225	2	2.0	2	8.749997499999999e-06	0.0	0.0	0.0	0.0625	0.0195311972661084	0.022222133333866665
8	chrII	5400001	5500000	2	9.25e-06	9.333330000000001e-06	9.642860000000001e-06	-0.06768719999999999	2	2.0	2	8.333335e-06	0.0	0.0	0.0	0.1041665	0.05624976000080399	0.051851703703999996
9	chrII	5500001	5600000	3	1.21667e-05	1.06667e-05	1.3928599999999999e-05	0.033292199999999994	3	2.0	3	1.2083332499999999e-05	0.0	0.0	0.0	0.20833333333333334	0.20703166601643655	0.24444462222257776
10	chrII	6000001	6100000	2	9e-06	6.666669999999999e-06	1e-05	0.027511	2	2.0	2	8.333335e-06	0.0	0.0	0.0	0.208333	0.424998320003828	0.24074014814866665
11	chrII	6100001	6200000	3	1.2583299999999999e-05	1.26667e-05	1.35714e-05	-0.052251	3	3.0	3	1.166667e-05	0.0	0.0	0.0	0.08333333333333333	0.10833289333465733	0.06701928747845079
