chr	lefts	rights	fd
chrIII	8322302	8422302	-0.00431314231211788
chrIII	8422302	8522302	-0.0268000295072484
chrIII	8522302	8622302	-0.00355613394625145
chrIII	8622302	8722302	-0.0173602770034299
chrIII	8722302	8822302	-0.0149857443282715
chrIII	8822302	8922302	0.0269483976471682
chrIII	8922302	9022302	0.0290554397945328
chrIII	9022302	9122302	0.011066825017754
chrIII	9122302	9222302	-0.00262795239787432
chrIII	9222302	9322302	0.0175124177675333
chrIII	9322302	9422302	0.023536373842382
chrIII	9422302	9522302	0.0085635434830498
chrIII	9522302	9622302	0.0436855123162511
chrIII	9622302	9722302	-0.0267251520384217
chrIII	9722302	9822302	-0.0130872654705472
chrIII	9822302	9922302	-0.0253060209984899
chrIII	9922302	10022302	-0.0119422323016596
chrIII	10022302	10122302	-0.0437883549731498
chrIII	10122302	10222302	-0.0549014791573879
chrIII	10222302	10322302	-0.0621222939475911
chrIII	10322302	10422302	-0.0041863674421536
chrIII	10422302	10522302	-0.0104793184415177
chrIII	10522302	10622302	-0.00687365244664472
chrIII	10622302	10722302	-0.0299290886315491
chrIII	10722302	10822302	-0.0166272934780169
chrIII	10822302	10922302	0.00577609109360301
chrIII	10922302	11022302	-0.0135764325884613
chrIII	11022302	11122302	-0.0427998335183086
chrIII	11122302	11222302	-0.0245557916085452
chrIII	11222302	11322302	0.0197628769312666
chrIII	11322302	11422302	-0.0649709744714449
chrIII	11422302	11522302	-0.0365334660713694
chrIII	11522302	11622302	0.003062593969276
chrIII	11622302	11722302	0.00509496337890541
chrIII	11722302	11822302	-0.0331157267084969
chrIII	11822302	11922302	-0.0329837826429351
chrIII	11922302	12022302	0.0322114310563329
chrIII	12022302	12122302	-0.00238608095459837
chrIII	12122302	12222302	-0.0130622527812578
chrIII	12222302	12322302	-0.0129766682965857
chrIII	12322302	12422302	0.000149527348011566
chrIII	12422302	12522302	-0.0063769248984364
chrIII	12522302	12622302	-0.000804842735304713
chrIII	12622302	12722302	-0.032491644134243
chrIII	12722302	12822302	0.0019288430932371
chrIII	12822302	12922302	-0.063459228215426
chrIII	12922302	13022302	-0.0186473437670336
chrIII	13022302	13122302	0.00945553106437527
chrIII	13122302	13222302	-0.0460300962414184
chrIII	13222302	13322302	-0.00521351277379429
chrIII	13322302	13422302	0.0111779481756358
chrIII	13422302	13522302	-0.0245366821999414
chrIII	13522302	13622302	-0.0251089302702658
chrIII	13622302	13722302	0.0211532014632301
chrIII	13722302	13822302	0.0418587070430906
chrIII	13822302	13922302	-0.0285412125984584
chrIII	13922302	14022302	0.0331101598052377
chrIII	14022302	14122302	0.00396369591231227
chrIII	14122302	14222302	-0.0557387961294535
chrIII	14222302	14322302	-0.0336331685478144
chrIII	14322302	14422302	-0.0482717792969674
chrIII	14422302	14522302	-0.0104221869909272
chrIII	14522302	14622302	0.0632516479545657
chrIII	14622302	14722302	-0.0515575271055596
chrIII	14722302	14822302	0.0286630579565375
chrIII	14822302	14922302	-0.0388773570823882
chrIII	14922302	15022302	-0.0480560899621783
chrIII	15022302	15122302	-0.0187362376562902
chrIII	15122302	15222302	-0.0560465560695576
chrIII	15222302	15322302	-0.0120415740939792
chrIII	15322302	15422302	-0.0652915577374479
chrIII	15422302	15522302	-0.140047115035617
chrIII	15522302	15622302	0.0617289107760325
chrIII	15622302	15722302	-0.139638913497703
chrIII	15722302	15822302	0.0242773375215665
chrIII	15822302	15922302	-0.0129918880484086
chrIII	15922302	16022302	-0.179843993865412
chrIII	16022302	16122302	-0.042024584431881
chrIII	16122302	16222302	-0.0205307834292467
chrIII	16222302	16322302	0.0235048734163514
chrIII	16322302	16422302	0.029188050261674
chrIII	16422302	16522302	-0.0687641986196671
chrIII	16522302	16622302	0.00803947521242404
chrIII	16622302	16722302	-0.0212102389347765
chrIII	16722302	16822302	-0.0300434287741951
chrIII	16822302	16922302	-0.0370202312548185
chrIII	16922302	17022302	-0.0333934319222785
chrIII	17022302	17122302	-0.0512854137098239
chrIII	17122302	17222302	-0.0398671359953192
chrIII	17222302	17322302	-0.0374276812744119
chrIII	17322302	17422302	0.00898491797533642
chrIII	17422302	17522302	0.0528923744712873
chrIII	17522302	17622302	-0.0340619684475263
chrIII	17622302	17803467	-0.0112250557155148
chrII	649	100649	-0.00265227324956048
chrII	100649	200649	-0.0244350512247824
chrII	200649	300649	-0.00111482681751612
chrII	300649	400649	0.00690548848646659
chrII	400649	500649	-0.00668880737230149
chrII	500649	600649	-0.0486790738912434
chrII	600649	700649	-0.0182116917407397
chrII	700649	800649	0.0205768060685583
chrII	800649	900649	-0.0139538644012434
chrII	900649	1000649	0.0125234095094848
chrII	1000649	1100649	0.0221577290234038
chrII	1100649	1200649	0.0103015335818491
chrII	1200649	1300649	0.0175289957934231
chrII	1300649	1400649	-0.00332963214002545
chrII	1400649	1500649	-0.00267111555564116
chrII	1500649	1600649	-0.00749061269742461
chrII	1600649	1700649	-0.01871429663
chrII	1700649	1800649	-0.0555945394033606
chrII	1800649	1900649	0.0081372632283246
chrII	1900649	2000649	-0.0110548295564341
chrII	2000649	2100649	0.000100332544868744
chrII	2100649	2200649	-0.0483653246562942
chrII	2200649	2300649	-0.00546821702320471
chrII	2300649	2400649	-0.0335759786037945
chrII	2400649	2500649	-0.013017474316353
chrII	2500649	2600649	-0.00761549188231919
chrII	2600649	2700649	-0.0324745136906124
chrII	2700649	2800649	0.0181719260262172
chrII	2800649	2900649	-0.0313601964970233
chrII	2900649	3000649	0.00962406878982527
chrII	3000649	3100649	-0.0321575347747072
chrII	3100649	3200649	-0.0225638728906868
chrII	3200649	3300649	-0.0223195843257665
chrII	3300649	3400649	-0.0280929002363286
chrII	3400649	3500649	-0.011769021148852
chrII	3500649	3600649	-0.00819407994127163
chrII	3600649	3700649	-0.0313856751134848
chrII	3700649	3800649	0.00793029896403997
chrII	3800649	3900649	-0.0708044656895061
chrII	3900649	4000649	0.0123802435233864
chrII	4000649	4100649	-0.0309935631015752
chrII	4100649	4200649	0.00262888536066897
chrII	4200649	4300649	0.0199547468378066
chrII	4300649	4400649	-0.0206428770163027
chrII	4400649	4500649	-0.0475662762407051
chrII	4500649	4600649	0.00208141357374447
chrII	4600649	4700649	-0.017981418322901
chrII	4700649	4800649	0.00205402699947409
chrII	4800649	4900649	-0.0309448995062301
chrII	4900649	5000649	0.00898120561112603
chrII	5000649	5100649	-0.00879245474615656
chrII	5100649	5200649	-0.00586568382071299
chrII	5200649	5300649	0.00679592467841687
chrII	5300649	5400649	-0.00667189589241238
chrII	5400649	5500649	0.00407892004925263
chrII	5500649	5600649	0.0153489413215011
chrII	5600649	5700649	0.00723088201897468
chrII	5700649	5800649	-0.0176206667194086
chrII	5800649	5900649	-0.00855136453466483
chrII	5900649	6000649	0.000358525688336775
chrII	6000649	6100649	-0.00459426391871982
chrII	6100649	6200649	-0.00581819344918211
chrII	6200649	6300649	-0.00757990411155778
chrII	6300649	6400649	-0.0212043062670259
chrII	6400649	6500649	-0.00310886122483236
chrII	6500649	6600649	0.00377628426862366
chrII	6600649	6700649	-0.0186349371936429
chrII	6700649	6800649	-0.0102128290147848
chrII	6800649	6900649	-0.000163199281757922
chrII	6900649	7000649	0.0161413032923578
chrII	7000649	7100649	-0.0634936126720971
chrII	7100649	7200649	-0.0326638057108898
chrII	7200649	7300649	-0.0362023264610453
chrII	7300649	7400649	-0.057853129660773
chrII	7400649	7500649	-0.0231883800489836
chrII	7500649	7600649	-0.0112776255693378
chrII	7600649	7700649	-0.0051550286148215
chrII	7700649	7800649	-0.0240934721898577
chrII	7800649	7900649	-0.0294995007043515
chrII	7900649	8000649	-0.0275864841414
chrII	8000649	8100649	0.000817789221834818
chrII	8100649	8200649	-0.00378430755514314
chrII	8200649	8300649	0.0167948728514359
chrII	8300649	8400649	-0.0420140088659887
chrII	8400649	8500649	-0.0224604162778539
chrII	8500649	8600649	-0.0111239198754385
chrII	8600649	8700649	-0.0357393892552613
chrII	8700649	8800649	-0.0110989975756718
chrII	8800649	8900649	-0.0497935204674128
chrII	8900649	9000649	0.03131237307844
chrII	9000649	9100649	-0.00911762150145838
chrII	9100649	9200649	-0.0115194544708397
chrII	9200649	9300649	-0.001739073833913
chrII	9300649	9400649	-0.0328037690217116
chrII	9400649	9500649	-0.0316474598543093
chrII	9500649	9600649	-0.0190047158020381
chrII	9600649	9700649	-0.0138021506821207
chrII	9700649	9800649	-0.0186022631619485
chrII	9800649	9900649	-0.0180257127877809
chrII	9900649	10000649	-0.0214694565997659
chrII	10000649	10100649	-0.0142962393720622
chrII	10100649	10200649	0.0121174585209981
chrII	10200649	10300649	-0.0119827512261172
chrII	10300649	10400649	-0.000721694073096656
chrII	10400649	10500649	-0.0223215623159313
chrII	10500649	10600649	0.0262719745247893
chrII	10600649	10700649	-0.0338051002786539
chrII	10700649	10800649	-0.0211147301258446
chrII	10800649	10900649	-0.0117873887062484
chrII	10900649	11000649	-0.000625884243103333
chrII	11000649	11100649	-0.0577182884338054
chrII	11100649	11200649	-0.009802727529631
chrII	11200649	11300649	-0.0138076198918872
chrII	11300649	11400649	-0.0754640188731285
chrII	11400649	11500649	-0.0233256541362355
chrII	11500649	11600649	-0.0195684357625313
chrII	11600649	11700649	-0.00458953671210139
chrII	11700649	11800649	0.0120377143613549
chrII	11800649	11900649	-0.0224198619343115
chrII	11900649	12000649	-0.0146789118812538
chrII	12000649	12100649	0.00815227269220277
chrII	12100649	12200649	-0.0349203285690272
chrII	12200649	12300649	0.00394522450510419
chrII	12300649	12400649	-0.0357863436201669
chrII	12400649	12500649	-0.00309262887957972
chrII	12500649	12600649	-0.0159713512086682
chrII	12600649	12700649	0.0163215283243757
chrII	12700649	12800649	0.0210932021944821
chrII	12800649	12900649	-0.0204258509756623
chrII	12900649	13000649	-0.022747915810206
chrII	13000649	13100649	-0.0336288948503788
chrII	13100649	13200649	0.00938474571018321
chrII	13200649	13300649	-0.024820665229977
chrII	13300649	13400649	-0.00129947250231066
chrII	13400649	13500649	-0.0694070554495631
chrII	13500649	13600649	-0.0158547674726191
chrII	13600649	13700649	-0.0434587323540971
chrII	13700649	13800649	-0.0497623963280465
chrII	13800649	13900649	-0.0469389164335023
chrII	13900649	14000649	-0.0495054964804247
chrII	14000649	14100649	-0.0205298547161753
chrII	14100649	14200649	-0.0240500423115832
chrII	14200649	14300649	-0.0113704284304384
chrII	14300649	14400649	-0.0467738460227605
chrII	14400649	14500649	-0.0690516601639212
chrII	14500649	14600649	-0.0275066442370147
chrII	14600649	14700649	-0.0373779826190219
chrII	14700649	14800649	-0.0316080277421732
chrII	14800649	14900649	-0.049206218532953
chrII	14900649	15000649	-0.00193091177605351
chrII	15000649	15100649	-0.0363952981588979
chrII	15100649	15200649	-0.0632984047022809
chrII	15200649	15300649	-0.014391275925131
chrII	15300649	15400649	0.0248969847582678
chrII	15400649	15500649	-0.000688609963775738
chrII	15500649	15600649	0.0191866625896787
chrII	15600649	15700649	0.00185484992284777
chrII	15700649	15800649	-0.0600924838610893
chrII	15800649	15900649	-0.0105232912363468
chrII	15900649	16000649	-0.0178254293300379
chrII	16000649	16100649	-0.0936228207851445
chrII	16100649	16200649	-0.0392531631510538
chrII	16200649	16300649	-0.062206555570607
chrII	16300649	16400649	-0.0265136857952224
chrII	16400649	16500649	-0.0131529729043373
chrII	16500649	16600649	0.026572108489159
chrII	16600649	16700649	0.00116264655494851
chrII	16700649	16800649	-0.0236918665563616
chrII	16800649	16900649	-0.0237581592144213
chrII	16900649	17000649	-0.0454467475853251
chrII	17000649	17100649	-0.0241038624841139
chrII	17100649	17200649	-0.0413402890921671
chrII	17200649	17300649	0.00704986302201873
chrII	17300649	17400649	-0.0372963049679716
chrII	17400649	17500649	0.0235403661496789
chrII	17500649	17600649	-0.066936742652287
chrII	17600649	17700649	0.00649499456908188
chrII	17700649	17800649	-0.0442372143825908
chrII	17800649	17900649	-0.0330365216149987
chrII	17900649	18000649	-0.0289307015626439
chrII	18000649	18100649	0.000114589464359809
chrII	18100649	18200649	-0.0485584484242231
chrII	18200649	18300649	0.0128097954548755
chrII	18300649	18400649	-0.00632580781440494
chrII	18400649	18500649	-0.00600251297327636
chrII	18500649	18600649	-0.00072522056571186
chrII	18600649	18700649	-0.0900070901276828
chrII	18700649	18800649	-0.0340726195659042
chrII	18800649	18900649	-0.0770160860051192
chrII	18900649	19000649	-0.051685624868741
chrII	19000649	19100649	-0.0225683652258646
chrII	19100649	19200649	-0.0250450380319012
chrII	19200649	19300649	0.00168840331054631
chrII	19300649	19400649	0.0446845662745257
chrII	19400649	19500649	0.0172043301701046
chrII	19500649	19600649	-0.029017383133459
chrII	19600649	19700649	-0.0152277385775691
chrII	19700649	19800649	-0.0277503726107652
chrII	19800649	19900649	0.0418909259846843
chrII	19900649	20000649	0.0158553717466349
chrII	20000649	20100649	-0.0465457142341173
chrII	20100649	20200649	0.0230122533890389
chrII	20200649	20300649	-0.0293167613163114
chrII	20300649	20400649	-0.0140543393374399
chrII	20400649	20500649	-0.0873905440958038
chrII	20500649	20600649	-0.0661372266997326
chrII	20600649	20700649	-0.106511519093448
chrII	20700649	20800649	-0.0647359124350735
chrII	20800649	20900649	-0.0148114183090379
chrII	20900649	21000649	-0.0387292838048858
chrII	21000649	21100649	-0.0404667210609362
chrII	21100649	21200649	-0.0624644561400511
chrII	21200649	21300649	-0.128104674347879
chrII	21300649	21400649	0.000303062127545492
chrII	21400649	21500649	-0.168400562017641
chrII	21500649	21600649	-0.0882959950623188
chrII	21600649	21700649	-0.0225961629311142
chrII	21700649	21800649	-0.081414065794137
chrII	21800649	21900649	0.0269281259541913
chrII	21900649	22000649	-0.01837510280278
chrII	22000649	22100649	-0.0355470018355172
chrII	22100649	22200649	0.00522097767435912
chrII	22200649	22300649	-0.00425809716986955
chrII	22300649	22400649	0.0366859754747369
chrII	22400649	22500649	-0.0718062600754008
chrII	22500649	22600649	0.00235014276907527
chrII	22600649	22700649	0.00171886397090062
chrII	22700649	22800649	-0.00993696468885634
chrII	22800649	22900649	-0.051174485404564
chrII	22900649	23000649	-0.00597953812603003
chrII	23000649	23100649	-0.0603385501248833
chrII	23100649	23200649	-0.00273831198965258
chrII	23200649	23300649	-0.00410403498518751
chrII	23300649	23400649	-0.0208513513539814
chrII	23400649	23500649	0.0145138240350814
chrII	23500649	23600649	0.010379477573372
chrII	23600649	23708075	-0.00427114629636448
chrIV	481	100481	-0.00825611520439265
chrIV	100481	200481	-0.0130352273639567
chrIV	200481	300481	0.0033199601606512
chrIV	300481	400481	-0.0630409833718503
chrIV	400481	500481	-0.0349507273329337
chrIV	500481	600481	-0.0113870756657393
chrIV	600481	700481	-0.00768803848826906
chrIV	700481	800481	-0.0315027946714013
chrIV	800481	900481	-0.031086724539255
chrIV	900481	1000481	0.00101261896600721
chrIV	1000481	1100481	0.0102901966492208
chrIV	1100481	1200481	-0.0967875276266177
chrIV	1200481	1300481	-0.0348023118775726
chrIV	1300481	1400481	-0.0642533873182397
chrIV	1400481	1500481	-0.0312533916255464
chrIV	1500481	1600481	-0.0296157262465808
chrIV	1600481	1700481	-0.0177331070912552
chrIV	1700481	1800481	-0.0671870048163464
chrIV	1800481	1900481	-0.0810855723358438
chrIV	1900481	2000481	-0.0605574159568767
chrIV	2000481	2100481	-0.0122693724227522
chrIV	2100481	2200481	-0.0170443280969596
chrIV	2200481	2300481	-0.0305551890900103
chrIV	2300481	2400481	-0.0432601179222387
chrIV	2400481	2500481	-0.0348313789553838
chrIV	2500481	2600481	-0.0269659288617696
chrIV	2600481	2700481	-0.0704530277112412
chrIV	2700481	2800481	-0.0287682711598606
chrIV	2800481	2900481	-0.00159613057398723
chrIV	2900481	3000481	-0.00383300223575208
chrIV	3000481	3100481	-0.109251084100045
chrIV	3100481	3200481	0.0215383660280951
chrIV	3200481	3300481	-0.0357721897195011
chrIV	3300481	3400481	-0.0153236048941063
chrIV	3400481	3500481	-0.0517437073708655
chrIV	3500481	3600481	-0.0121574793332177
chrIV	3600481	3700481	-0.0674367399299792
chrIV	3700481	3800481	-0.0179269818867355
chrIV	3800481	3900481	-0.0100293657399747
chrIV	3900481	4000481	-0.0532970178073263
chrIV	4000481	4100481	-0.0498522739569173
chrIV	4100481	4200481	-0.0490440011498444
chrIV	4200481	4300481	0.00797755475343322
chrIV	4300481	4400481	-0.0420789017482502
chrIV	4400481	4500481	-0.0587608492296501
chrIV	4500481	4600481	0.00526379511790209
chrIV	4600481	4700481	-0.0371065943243196
chrIV	4700481	4800481	0.0259227104600894
chrIV	4800481	4900481	-0.0581409906940158
chrIV	4900481	5000481	-0.0169488130278183
chrIV	5000481	5100481	-0.0705029715118754
chrIV	5100481	5200481	-0.0354940949419218
chrIV	5200481	5300481	-0.0125338642119466
chrIV	5300481	5400481	0.00552000167857573
chrIV	5400481	5500481	0.00452601474128332
chrIV	5500481	5600481	-0.0166706318696632
chrIV	5600481	5700481	-0.0526534334978112
chrIV	5700481	5800481	0.00558150706415027
chrIV	5800481	5900481	0.00239066634408593
chrIV	5900481	6000481	-6.52326088907299e-05
chrIV	6000481	6100481	0.0176358043194435
chrIV	6100481	6200481	-0.0194398567820912
chrIV	6200481	6300481	0.00381043117247129
chrIV	6300481	6400481	-0.0199754981224555
chrIV	6400481	6500481	-0.00150284298490742
chrIV	6500481	6600481	0.00895313795420992
chrIV	6600481	6700481	0.0151046207602805
chrIV	6700481	6800481	-0.0163360397386719
chrIV	6800481	6900481	-0.00143901586130911
chrIV	6900481	7000481	-0.00377753899317848
chrIV	7000481	7100481	-0.0443159059914683
chrIV	7100481	7200481	-0.000213929854790036
chrIV	7200481	7300481	-0.0382691010059012
chrIV	7300481	7400481	0.0107181312275566
chrIV	7400481	7500481	0.00851081818380032
chrIV	7500481	7600481	0.028480502543664
chrIV	7600481	7700481	-0.0137310861073169
chrIV	7700481	7800481	-0.0202689334307143
chrIV	7800481	7900481	0.0198444116044434
chrIV	7900481	8000481	0.0247762952979467
chrIV	8000481	8100481	-0.0177359201784509
chrIV	8100481	8200481	-0.0376973172586873
chrIV	8200481	8300481	0.00545033498504234
chrIV	8300481	8400481	-0.0578706456728379
chrIV	8400481	8500481	-0.0261360277572662
chrIV	8500481	8600481	-0.0120174958915587
chrIV	8600481	8700481	-0.0245714870264808
chrIV	8700481	8800481	-0.00180062113622585
chrIV	8800481	8900481	-0.00815572255739655
chrIV	8900481	9000481	-0.0487951421619528
chrIV	9000481	9100481	0.00443229467716324
chrIV	9100481	9200481	-0.0411468653199042
chrIV	9200481	9300481	0.00417833931638312
chrIV	9300481	9400481	0.00642323438635186
chrIV	9400481	9500481	-0.0407703894771351
chrIV	9500481	9600481	-0.0361909289747554
chrIV	9600481	9700481	-0.00971948811028239
chrIV	9700481	9800481	-0.0508910311391754
chrIV	9800481	9900481	-0.0136347513653212
chrIV	9900481	10000481	-0.0400800025587087
chrIV	10000481	10100481	-0.0454391218373364
chrIV	10100481	10200481	-0.00457094996758178
chrIV	10200481	10300481	-0.0310523072024588
chrIV	10300481	10400481	-0.0843966701377219
chrIV	10400481	10500481	-0.0556110122125472
chrIV	10500481	10600481	-0.0467782907753089
chrIV	10600481	10700481	-0.00407711890785759
chrIV	10700481	10800481	0.0162255775671049
chrIV	10800481	10900481	-0.0218934953174527
chrIV	10900481	11000481	-0.0418056813395426
chrIV	11000481	11100481	-0.0360100801331599
chrIV	11100481	11200481	-0.0170202323395592
chrIV	11200481	11300481	-0.0011745162677656
chrIV	11300481	11400481	-0.0214247750569406
chrIV	11400481	11500481	-0.0135782913517788
chrIV	11500481	11600481	-0.0438588175678216
chrIV	11600481	11700481	-0.00674563214654208
chrIV	11700481	11800481	-0.0162043285193112
chrIV	11800481	11900481	-0.00159247163971188
chrIV	11900481	12000481	-0.0266403041762743
chrIV	12000481	12100481	-0.0015700160170685
chrIV	12100481	12200481	-0.0255102150288203
chrIV	12200481	12300481	-0.00361179384511772
chrIV	12300481	12400481	-0.0107245106449341
chrIV	12400481	12500481	-0.00888956527173223
chrIV	12500481	12600481	-0.0175303355357284
chrIV	12600481	12700481	-0.0177510364939732
chrIV	12700481	12800481	-0.0292843740656343
chrIV	12800481	12900481	-0.0068048782163589
chrIV	12900481	13000481	-0.00852382342353074
chrIV	13000481	13100481	-0.0306613196274202
chrIV	13100481	13200481	-0.00171246927854668
chrIV	13200481	13300481	0.0197176791281291
chrIV	13300481	13400481	-0.00495294043573461
chrIV	13400481	13500481	-0.00761300869749962
chrIV	13500481	13600481	-0.0411357887374084
chrIV	13600481	13700481	-0.031132288455837
chrIV	13700481	13800481	-0.0037549488966017
chrIV	13800481	13900481	-0.0322175911204308
chrIV	13900481	14000481	-0.00709808101673184
chrIV	14000481	14100481	0.0148498868162406
chrIV	14100481	14200481	-0.00506021086968822
chrIV	14200481	14300481	-0.00454290030165226
chrIV	14300481	14400481	-0.0229372686360663
chrIV	14400481	14500481	0.0017983750741365
chrIV	14500481	14600481	0.000408935681161826
chrIV	14600481	14700481	-0.00594814290174274
chrIV	14700481	14800481	-0.0289973085689826
chrIV	14800481	14900481	-0.022142826121241
chrIV	14900481	15000481	0.00490377860469815
chrIV	15000481	15100481	-0.00795905505964171
chrIV	15100481	15200481	-0.0358418374048149
chrIV	15200481	15300481	-0.00921120463611084
chrIV	15300481	15400481	-0.0444645147381572
chrIV	15400481	15500481	-0.00264821469189064
chrIV	15500481	15600481	-0.0062301002572041
chrIV	15600481	15700481	-0.0193417503089666
chrIV	15700481	15800481	-0.0176485321554788
chrIV	15800481	15900481	-0.00249472255345505
chrIV	15900481	16000481	-0.0123154099140181
chrIV	16000481	16100481	-0.00933039145050415
chrIV	16100481	16200481	-0.0332652636581877
chrIV	16200481	16300481	-0.0129241367391357
chrIV	16300481	16400481	-0.0302173935683307
chrIV	16400481	16500481	-0.00417785721491183
chrIV	16500481	16600481	0.0180722244979983
chrIV	16600481	16700481	-0.0257465631649667
chrIV	16700481	16800481	0.0344045306904424
chrIV	16800481	16900481	-0.0215708553163462
chrIV	16900481	17000481	0.0184423707303127
chrIV	17000481	17100481	0.0185212288818766
chrIV	17100481	17200481	-0.0321210381196585
chrIV	17200481	17300481	-0.113950882338081
chrIV	17300481	17400481	-0.0141938180443176
chrIV	17400481	17500481	-0.0217210727576303
chrIV	17500481	17600481	-0.0660416822114255
chrIV	17600481	17700481	-0.0646080285644211
chrIV	17700481	17800481	-0.00720409843074969
chrIV	17800481	17900481	-0.0468552938014293
chrIV	17900481	18000481	-0.0112299391589159
chrIV	18000481	18100481	-0.0230271372904286
chrIV	18100481	18200481	-0.0298782366307817
chrIV	18200481	18300481	0.00950679926713045
chrIV	18300481	18400481	-0.00793179253916978
chrIV	18400481	18500481	-0.0246147306898705
chrIV	18500481	18600481	-0.0135109026529898
chrIV	18600481	18700481	-0.0602272350240329
chrIV	18700481	18800481	-0.0267682739586455
chrIV	18800481	18900481	0.0216279322271102
chrIV	18900481	19000481	-0.00600168533839098
chrIV	19000481	19100481	-0.0121634772857741
chrIV	19100481	19200481	-0.0521771591376001
chrIV	19200481	19300481	0.0114853979693916
chrIV	19300481	19400481	0.0445767675666785
chrIV	19400481	19500481	-0.00175810792181754
chrIV	19500481	19600481	-0.0313943601658414
chrIV	19600481	19700481	-0.0837478214043341
chrIV	19700481	19800481	-0.0591142654154096
chrIV	19800481	19900481	-0.0454181421239254
chrIV	19900481	20000481	-0.0108290139157755
chrIV	20000481	20100481	-0.00725630479708009
chrIV	20100481	20200481	-0.04756279690125
chrIV	20200481	20300481	0.0098919655523891
chrIV	20300481	20400481	0.0404630744861445
chrIV	20400481	20500481	0.00572538647115695
chrIV	20500481	20600481	-0.0468164914745142
chrIV	20600481	20700481	0.0177594897605373
chrIV	20700481	20800481	0.0508901201794216
chrIV	20800481	20900481	-0.0425175309273968
chrIV	20900481	21000481	-0.0477691494611619
chrIV	21000481	21100481	0.0148662329325264
chrIV	21100481	21200481	-0.00394346982088565
chrIV	21200481	21300481	0.0660952972655892
chrIV	21300481	21400481	-0.0140520802126077
chrIV	21400481	21500481	-0.0378257977455026
